ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR	REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR	6/225	56/11763	0.000669501201052143	0.00345560255334726	0.0020628271655225	AR/NR3C2/HSPA1A/HSPA1L/NR3C1/PGR	6
KEGG_ENDOCYTOSIS	KEGG_ENDOCYTOSIS	11/225	181/11763	0.000715689582808075	0.00367486205472954	0.00219371445616656	F2R/HLA-G/KDR/CXCR1/FLT1/HSPA1A/IGF1R/HSPA1L/IL2RB/IL2RA/ADRB2	11
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	14/225	272/11763	0.000745479132138764	0.00380809185540987	0.00227324618698852	AGTR2/F2R/LEPR/PTGDR/LEP/FSHR/TSHR/PTGFR/PTGER2/PTGER3/NR3C1/CRHR2/ADRB2/F2	14
REACTOME_INTERLEUKIN_21_SIGNALING	REACTOME_INTERLEUKIN_21_SIGNALING	3/225	10/11763	0.000750310630507402	0.00381311710170685	0.00227624601535849	IL21/STAT1/STAT3	3
REACTOME_SIGNALING_BY_VEGF	REACTOME_SIGNALING_BY_VEGF	8/225	105/11763	0.000897853212797039	0.00453965578511156	0.002709954380193	WASF3/AKT3/VEGFC/PRKCA/KDR/FLT1/NOS3/VEGFA	8
PID_ER_NONGENOMIC_PATHWAY	PID_ER_NONGENOMIC_PATHWAY	5/225	40/11763	0.000933780756015929	0.00469734380310551	0.0028040864807959	SOS1/IGF1R/MMP2/NOS3/MMP9	5
PID_SMAD2_3NUCLEAR_PATHWAY	PID_SMAD2_3NUCLEAR_PATHWAY	7/225	82/11763	0.000961107084390417	0.00481038949813587	0.0028715692792526	AR/COL1A2/SERPINE1/IL5/NR3C1/VDR/IL10	7
BIOCARTA_BBCELL_PATHWAY	BIOCARTA_BBCELL_PATHWAY	3/225	11/11763	0.00101716246337982	0.00497959336968631	0.00297257578603612	CD40/FASLG/FAS	3
BIOCARTA_EOSINOPHILS_PATHWAY	BIOCARTA_EOSINOPHILS_PATHWAY	3/225	11/11763	0.00101716246337982	0.00497959336968631	0.00297257578603612	CCL5/CSF2/IL5	3
REACTOME_INTERLEUKIN_27_SIGNALING	REACTOME_INTERLEUKIN_27_SIGNALING	3/225	11/11763	0.00101716246337982	0.00497959336968631	0.00297257578603612	IL27/STAT1/STAT3	3
REACTOME_REGULATION_BY_C_FLIP	REACTOME_REGULATION_BY_C_FLIP	3/225	11/11763	0.00101716246337982	0.00497959336968631	0.00297257578603612	FASLG/TRAF2/FAS	3
BIOCARTA_STRESS_PATHWAY	BIOCARTA_STRESS_PATHWAY	4/225	24/11763	0.00102506261091424	0.00497959336968631	0.00297257578603612	TRAF2/NFKB1/TNFRSF1A/TNF	4
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	4/225	24/11763	0.00102506261091424	0.00497959336968631	0.00297257578603612	STAT1/STAT3/SOCS2/SOCS3	4
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	7/225	84/11763	0.00110880137662543	0.0053601081182234	0.00319972464012061	EBF1/PPARA/LEP/PPARG/NFKB1/TGFB1/TNF	7
PID_TCPTP_PATHWAY	PID_TCPTP_PATHWAY	5/225	42/11763	0.00117037026840576	0.00557613911533705	0.00332868467026334	SOS1/STAT1/STAT3/KDR/VEGFA	5
PID_UPA_UPAR_PATHWAY	PID_UPA_UPAR_PATHWAY	5/225	42/11763	0.00117037026840576	0.00557613911533705	0.00332868467026334	FN1/MMP3/SERPINE1/TGFB1/MMP9	5
REACTOME_NCAM1_INTERACTIONS	REACTOME_NCAM1_INTERACTIONS	5/225	42/11763	0.00117037026840576	0.00557613911533705	0.00332868467026334	COL4A1/COL4A3/COL3A1/COL5A1/COL5A2	5
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	6/225	63/11763	0.00125398482757867	0.0059459280580405	0.0035494307383491	COL4A1/SOS1/COL4A3/COL3A1/COL5A1/COL5A2	6
REACTOME_SIGNALING_BY_SCF_KIT	REACTOME_SIGNALING_BY_SCF_KIT	5/225	43/11763	0.00130402943196708	0.00615377698609226	0.0036735064700025	SOS1/STAT1/STAT3/PRKCA/MMP9	5
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	9/225	138/11763	0.00132437441078413	0.0062201660715027	0.00371313753484998	HLA-DQA1/C3/CD80/CD86/CD40/FCGR2B/IFNG/IL10/TNF	9
REACTOME_INTERLEUKIN_2_SIGNALING	REACTOME_INTERLEUKIN_2_SIGNALING	3/225	12/11763	0.00133715355674652	0.00622121678279718	0.00371376475854481	IL2RB/IL2RA/IL2	3
REACTOME_INTERLEUKIN_35_SIGNALLING	REACTOME_INTERLEUKIN_35_SIGNALLING	3/225	12/11763	0.00133715355674652	0.00622121678279718	0.00371376475854481	STAT1/STAT3/IL12A	3
PID_VEGFR1_PATHWAY	PID_VEGFR1_PATHWAY	4/225	26/11763	0.00139966128387147	0.00648160902951694	0.0038692063036683	PRKCA/FLT1/NOS3/VEGFA	4
PID_CERAMIDE_PATHWAY	PID_CERAMIDE_PATHWAY	5/225	44/11763	0.00144863093800775	0.00667717795146829	0.00398595146712537	RAF1/TRAF2/NFKB1/TNFRSF1A/TNF	5
KEGG_GLIOMA	KEGG_GLIOMA	6/225	65/11763	0.00147695414396595	0.00677621091051046	0.00404506934166114	AKT3/RAF1/SOS1/PRKCA/IGF1R/IGF1	6
REACTOME_COMPLEMENT_CASCADE	REACTOME_COMPLEMENT_CASCADE	8/225	114/11763	0.00153089559853377	0.00699132506058512	0.00417348205857861	CR1/CD55/FCN2/C3/FCN3/CRP/F2/MBL2	8
KEGG_PROSTATE_CANCER	KEGG_PROSTATE_CANCER	7/225	89/11763	0.00155652925915835	0.00707578209094461	0.00422389881046351	AKT3/AR/RAF1/SOS1/IGF1R/NFKB1/IGF1	7
BIOCARTA_AT1R_PATHWAY	BIOCARTA_AT1R_PATHWAY	4/225	27/11763	0.00161869702601833	0.00722580519272148	0.00431345532774918	RAF1/SOS1/PRKCA/AGT	4
BIOCARTA_ERK_PATHWAY	BIOCARTA_ERK_PATHWAY	4/225	27/11763	0.00161869702601833	0.00722580519272148	0.00431345532774918	RAF1/SOS1/STAT3/IGF1R	4
PID_GLYPICAN_1PATHWAY	PID_GLYPICAN_1PATHWAY	4/225	27/11763	0.00161869702601833	0.00722580519272148	0.00431345532774918	TGFBR2/FLT1/TGFB1/VEGFA	4
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	4/225	27/11763	0.00161869702601833	0.00722580519272148	0.00431345532774918	AKT3/RAF1/SOS1/IL4R	4
REACTOME_PEPTIDE_HORMONE_METABOLISM	REACTOME_PEPTIDE_HORMONE_METABOLISM	7/225	90/11763	0.00166091837923359	0.00738103190054029	0.00440611814552408	CDX2/REN/LEP/AGT/CRHR2/IGF1/ACE	7
BIOCARTA_CTL_PATHWAY	BIOCARTA_CTL_PATHWAY	3/225	13/11763	0.00171388853917436	0.0075153254085035	0.00448628485801579	ICAM1/FASLG/FAS	3
REACTOME_DISSOLUTION_OF_FIBRIN_CLOT	REACTOME_DISSOLUTION_OF_FIBRIN_CLOT	3/225	13/11763	0.00171388853917436	0.0075153254085035	0.00448628485801579	SERPINB8/SERPINB2/SERPINE1	3
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	3/225	13/11763	0.00171388853917436	0.0075153254085035	0.00448628485801579	TRAF2/TNFRSF1A/TNF	3
BIOCARTA_NO1_PATHWAY	BIOCARTA_NO1_PATHWAY	4/225	28/11763	0.00186047200404949	0.0081221487049033	0.0048485289416917	KDR/FLT1/NOS3/VEGFA	4
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_ALPHA_PPARALPHA	REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_ALPHA_PPARALPHA	8/225	119/11763	0.00201142580654795	0.00870802941560775	0.00519827131719322	ABCA1/HMGCR/APOA1/FADS1/PPARA/AGT/PPARG/CYP1A1	8
PID_VEGFR1_2_PATHWAY	PID_VEGFR1_2_PATHWAY	6/225	69/11763	0.00201224897696688	0.00870802941560775	0.00519827131719322	RAF1/PRKCA/KDR/FLT1/NOS3/VEGFA	6
REACTOME_NEUTROPHIL_DEGRANULATION	REACTOME_NEUTROPHIL_DEGRANULATION	19/225	478/11763	0.00207390525835042	0.00893582656967508	0.00533425517250772	IQGAP2/CR1/CD55/FCAR/AZU1/RAP2C/C3/PTGES2/TIMP2/LTF/CXCR1/HSPA1A/PGRMC1/MMP8/NFKB1/TLR2/MMP9/CD14/TNFRSF1B	19
BIOCARTA_GATA3_PATHWAY	BIOCARTA_GATA3_PATHWAY	3/225	14/11763	0.00215070874348048	0.00913585890713547	0.00545366477859699	IL5/IL13/IL4	3
BIOCARTA_LYM_PATHWAY	BIOCARTA_LYM_PATHWAY	3/225	14/11763	0.00215070874348048	0.00913585890713547	0.00545366477859699	VCAM1/ICAM1/IL1A	3
REACTOME_METHYLATION	REACTOME_METHYLATION	3/225	14/11763	0.00215070874348048	0.00913585890713547	0.00545366477859699	COMT/MTR/MTRR	3
KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION	6/225	70/11763	0.00216642466516331	0.00913585890713547	0.00545366477859699	RAF1/PRKCA/NOS1/IGF1R/CRH/IGF1	6
KEGG_RENAL_CELL_CARCINOMA	KEGG_RENAL_CELL_CARCINOMA	6/225	70/11763	0.00216642466516331	0.00913585890713547	0.00545366477859699	AKT3/RAF1/SOS1/VEGFC/TGFB1/VEGFA	6
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	7/225	95/11763	0.00226712167095227	0.00951998972844788	0.00568297225278848	IRAK1/NFKB2/NFKB1/NOD2/TLR9/CD14/TLR4	7
REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	7/225	97/11763	0.00255248593803429	0.010673053015156	0.00637129512402962	IRF3/IRAK1/NFKB2/NFKB1/NOD2/CD14/TLR4	7
BIOCARTA_HIF_PATHWAY	BIOCARTA_HIF_PATHWAY	3/225	15/11763	0.00265070286305458	0.0108547377573847	0.00647975210542267	EDN1/NOS3/VEGFA	3
BIOCARTA_IL17_PATHWAY	BIOCARTA_IL17_PATHWAY	3/225	15/11763	0.00265070286305458	0.0108547377573847	0.00647975210542267	IL17A/CSF3/IL6	3
REACTOME_GRB2:SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	REACTOME_GRB2:SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	3/225	15/11763	0.00265070286305458	0.0108547377573847	0.00647975210542267	FN1/SOS1/VWF	3
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	3/225	15/11763	0.00265070286305458	0.0108547377573847	0.00647975210542267	VWF/COL1A2/COL1A1	3
REACTOME_THE_NLRP3_INFLAMMASOME	REACTOME_THE_NLRP3_INFLAMMASOME	3/225	15/11763	0.00265070286305458	0.0108547377573847	0.00647975210542267	CASP1/NFKB2/NFKB1	3
KEGG_CHRONIC_MYELOID_LEUKEMIA	KEGG_CHRONIC_MYELOID_LEUKEMIA	6/225	73/11763	0.00268269413638408	0.0109405345232783	0.00653096861445897	AKT3/RAF1/SOS1/TGFBR2/NFKB1/TGFB1	6
PID_CD40_PATHWAY	PID_CD40_PATHWAY	4/225	31/11763	0.00273390869106826	0.0111037029215108	0.00662837223632597	CD40/TRAF2/NFKB1/IL4	4
BIOCARTA_NFAT_PATHWAY	BIOCARTA_NFAT_PATHWAY	5/225	51/11763	0.00281242538963158	0.0113759737188771	0.00679090470020601	RAF1/EDN1/AGT/IGF1/F2	5
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	7/225	99/11763	0.00286471409008333	0.0115403726149292	0.00688904286960562	HLA-G/LNPEP/TLR1/TIRAP/TLR2/CD14/TLR4	7
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	7/225	100/11763	0.00303140677400332	0.0121624458017704	0.0072603903984226	CD40/NFKB2/TRAF2/LTA/TNFRSF1A/TNFRSF1B/TNF	7
REACTOME_DEFENSINS	REACTOME_DEFENSINS	5/225	52/11763	0.0030640337205159	0.0122021651292059	0.00728410091094985	DEFA5/CCR2/TLR1/DEFB1/TLR2	5
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	6/225	75/11763	0.00307479133358212	0.0122021651292059	0.00728410091094985	AKT3/IGF1R/MMP3/MMP2/NOS3/MMP9	6
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	4/225	32/11763	0.00307824549172703	0.0122021651292059	0.00728410091094985	IRAK1/NFKB2/NFKB1/NOD2	4
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	5/225	53/11763	0.00333148887160243	0.013153408254016	0.00785194693160228	CASP1/NOS1/TNFRSF1A/TNFRSF1B/TNF	5
PID_EPO_PATHWAY	PID_EPO_PATHWAY	4/225	33/11763	0.0034510453248207	0.0134645114838477	0.00803766047471709	SOS1/STAT1/SOCS3/NFKB1	4
PID_INTEGRIN_A4B1_PATHWAY	PID_INTEGRIN_A4B1_PATHWAY	4/225	33/11763	0.0034510453248207	0.0134645114838477	0.00803766047471709	FN1/THBS1/VCAM1/CD14	4
PID_SYNDECAN_2_PATHWAY	PID_SYNDECAN_2_PATHWAY	4/225	33/11763	0.0034510453248207	0.0134645114838477	0.00803766047471709	FN1/CSF2/MMP2/TGFB1	4
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	5/225	54/11763	0.00361534213387114	0.0140502119790835	0.00838729527032231	CASP1/IRAK1/NFKB2/NFKB1/NOD2	5
BIOCARTA_CCR5_PATHWAY	BIOCARTA_CCR5_PATHWAY	3/225	17/11763	0.00385136596123713	0.0145198418583935	0.00866764153637171	CCL4/PRKCA/CCL2	3
BIOCARTA_TNFR2_PATHWAY	BIOCARTA_TNFR2_PATHWAY	3/225	17/11763	0.00385136596123713	0.0145198418583935	0.00866764153637171	TRAF2/NFKB1/TNFRSF1B	3
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	3/225	17/11763	0.00385136596123713	0.0145198418583935	0.00866764153637171	IRF3/CD14/TLR4	3
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	3/225	17/11763	0.00385136596123713	0.0145198418583935	0.00866764153637171	SHMT1/DHFR/MTHFR	3
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1	3/225	17/11763	0.00385136596123713	0.0145198418583935	0.00866764153637171	NFKB2/TLR3/NFKB1	3
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY	REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY	3/225	17/11763	0.00385136596123713	0.0145198418583935	0.00866764153637171	CD40/TRAF2/LTA	3
PID_HIF2PATHWAY	PID_HIF2PATHWAY	4/225	34/11763	0.00385339899975529	0.0145198418583935	0.00866764153637171	KDR/FLT1/SERPINE1/VEGFA	4
SIG_CD40PATHWAYMAP	SIG_CD40PATHWAYMAP	4/225	34/11763	0.00385339899975529	0.0145198418583935	0.00866764153637171	CD40/NFKB2/TRAF2/NFKB1	4
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	10/225	194/11763	0.00414028589741703	0.0155417550164404	0.00927767414014501	FN1/ANGPT1/SOS1/THBD/TREM1/COL1A2/COL1A1/TGFB1/MMP1/F2	10
PID_TXA2PATHWAY	PID_TXA2PATHWAY	5/225	56/11763	0.00423444196571944	0.0158352150491621	0.0094528555500867	PTGDR/VCAM1/PRKCA/ICAM1/NOS3	5
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	3/225	18/11763	0.00455704027320471	0.0169016643646968	0.010089474080365	SOS1/PRKCA/MMP3	3
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	3/225	18/11763	0.00455704027320471	0.0169016643646968	0.010089474080365	REN/AGT/ACE	3
KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA	5/225	57/11763	0.0045707830976173	0.0169016643646968	0.010089474080365	AKT3/RAF1/SOS1/STAT3/NFKB1	5
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	16/225	403/11763	0.00465624908385169	0.0171536908628142	0.0102399216792199	ADCY5/AGTR2/CXCR3/APOA1/CXCL9/CCL16/CXCL6/CCL4/CCL5/C3/CCR2/PRKCA/CXCR1/AGT/APOE/PTGER3	16
REACTOME_GLUTATHIONE_CONJUGATION	REACTOME_GLUTATHIONE_CONJUGATION	4/225	36/11763	0.0047510191850438	0.0174380000458459	0.0104096404756125	GSTT2B/GSTT2/GSTM1/GSTT1	4
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	7/225	109/11763	0.00488642178505601	0.017868797007345	0.0106668053726995	COMT/MTR/GSTT2B/GSTT2/MTRR/GSTM1/GSTT1	7
KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM	5/225	58/11763	0.00492571027854337	0.0179462459045459	0.0107130386089062	CYP2E1/PTGES2/PTGS1/PTGES/PTGS2	5
PID_ATF2_PATHWAY	PID_ATF2_PATHWAY	5/225	59/11763	0.00529976322051227	0.0188853389022708	0.0112736315928368	SOCS3/PRKCA/IFNG/MMP2/IL6	5
BIOCARTA_CXCR4_PATHWAY	BIOCARTA_CXCR4_PATHWAY	3/225	19/11763	0.00533591815604018	0.0188853389022708	0.0112736315928368	RAF1/PRKCA/NFKB1	3
BIOCARTA_IL12_PATHWAY	BIOCARTA_IL12_PATHWAY	3/225	19/11763	0.00533591815604018	0.0188853389022708	0.0112736315928368	CXCR3/IFNG/IL18	3
BIOCARTA_PAR1_PATHWAY	BIOCARTA_PAR1_PATHWAY	3/225	19/11763	0.00533591815604018	0.0188853389022708	0.0112736315928368	F2R/PRKCA/F2	3
REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS	REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS	3/225	19/11763	0.00533591815604018	0.0188853389022708	0.0112736315928368	CYP2E1/PTGS2/CYP1A1	3
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY	REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY	3/225	19/11763	0.00533591815604018	0.0188853389022708	0.0112736315928368	ABCA1/APOA1/APOE	3
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	3/225	19/11763	0.00533591815604018	0.0188853389022708	0.0112736315928368	LEP/CRHR2/IGF1	3
REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION	REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION	3/225	19/11763	0.00533591815604018	0.0188853389022708	0.0112736315928368	PRKCA/KDR/VEGFA	3
KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER	6/225	84/11763	0.00538765920461733	0.01900060594938	0.0113424404307733	AKT3/COL4A1/FN1/TRAF2/NFKB1/PTGS2	6
REACTOME_DEATH_RECEPTOR_SIGNALLING	REACTOME_DEATH_RECEPTOR_SIGNALLING	8/225	141/11763	0.00568577309564929	0.0199808550985406	0.011927601641489	SOS1/IRAK1/FASLG/TRAF2/FAS/NFKB1/TNFRSF1A/TNF	8
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	6/225	85/11763	0.00570654191658517	0.0199829789375827	0.0119288694704142	AKT3/ADCY5/RAF1/IGF1R/IGF1/PGR	6
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	4/225	38/11763	0.00577936488130147	0.0201667274555273	0.0120385584258392	FGF1/SOS1/STAT1/STAT3	4
REACTOME_INFLAMMASOMES	REACTOME_INFLAMMASOMES	3/225	20/11763	0.0061899732347516	0.0214484736910449	0.0128036987778079	CASP1/NFKB2/NFKB1	3
REACTOME_REGULATED_NECROSIS	REACTOME_REGULATED_NECROSIS	3/225	20/11763	0.0061899732347516	0.0214484736910449	0.0128036987778079	FASLG/TRAF2/FAS	3
NABA_CORE_MATRISOME	NABA_CORE_MATRISOME	12/225	275/11763	0.00666504662588462	0.0230141505444309	0.0137383319411229	COL4A1/FN1/THBS1/TNR/VWF/COL4A3/IGFBP3/COL1A2/COL3A1/COL5A1/COL5A2/COL1A1	12
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	6/225	88/11763	0.00674595016028917	0.0232126271140506	0.0138568128292489	HLA-DQA1/HLA-G/KIR3DL2/HSPA1A/LTA/HSPA1L	6
REACTOME_FATTY_ACID_METABOLISM	REACTOME_FATTY_ACID_METABOLISM	9/225	177/11763	0.00698204513491957	0.023941891794828	0.014292148482334	FADS1/PTGES2/FADS2/PON2/PTGS1/PTGES/PTGS2/PON1/CYP1A1	9
PID_S1P_S1P1_PATHWAY	PID_S1P_S1P1_PATHWAY	3/225	21/11763	0.00712098353515128	0.0242504971935908	0.0144763709414181	KDR/PTGS2/VEGFA	3
REACTOME_CTLA4_INHIBITORY_SIGNALING	REACTOME_CTLA4_INHIBITORY_SIGNALING	3/225	21/11763	0.00712098353515128	0.0242504971935908	0.0144763709414181	AKT3/CD80/CD86	3
PID_LYSOPHOSPHOLIPID_PATHWAY	PID_LYSOPHOSPHOLIPID_PATHWAY	5/225	65/11763	0.00797536951472167	0.0270670931133191	0.0161577421314837	ADCY5/NFKB1/MMP2/MMP9/IL6	5
BIOCARTA_CTLA4_PATHWAY	BIOCARTA_CTLA4_PATHWAY	3/225	22/11763	0.00813053992683876	0.0274060036309429	0.0163600552770619	CD80/CD86/IL2	3
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	3/225	22/11763	0.00813053992683876	0.0274060036309429	0.0163600552770619	AKT3/CD80/CD86	3
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	4/225	42/11763	0.00825914427791801	0.0276513918223539	0.0165065401286982	PRKCA/NR3C2/HSD11B1/IGF1	4
REACTOME_BETA_DEFENSINS	REACTOME_BETA_DEFENSINS	4/225	42/11763	0.00825914427791801	0.0276513918223539	0.0165065401286982	CCR2/TLR1/DEFB1/TLR2	4
PID_HDAC_CLASSI_PATHWAY	PID_HDAC_CLASSI_PATHWAY	5/225	66/11763	0.00849800902732951	0.0283553095827729	0.0169267448993769	STAT3/PPARG/NFKB1/TNFRSF1A/TNF	5
PID_THROMBIN_PAR1_PATHWAY	PID_THROMBIN_PAR1_PATHWAY	4/225	43/11763	0.00897248939032323	0.0298380435765447	0.0178118651973213	F2R/PRKCA/NOS3/F2	4
PID_TELOMERASE_PATHWAY	PID_TELOMERASE_PATHWAY	5/225	67/11763	0.00904390309899552	0.0299749430471724	0.0178935875431631	IRF1/NFKB1/IFNG/TGFB1/IL2	5
BIOCARTA_GLEEVEC_PATHWAY	BIOCARTA_GLEEVEC_PATHWAY	3/225	23/11763	0.00922005428536298	0.0303557268996502	0.0181208970392516	RAF1/SOS1/STAT1	3
BIOCARTA_IGF1R_PATHWAY	BIOCARTA_IGF1R_PATHWAY	3/225	23/11763	0.00922005428536298	0.0303557268996502	0.0181208970392516	RAF1/SOS1/IGF1R	3
KEGG_P53_SIGNALING_PATHWAY	KEGG_P53_SIGNALING_PATHWAY	5/225	68/11763	0.00961353697810143	0.0315464077658891	0.0188316757814326	THBS1/IGFBP3/FAS/SERPINE1/IGF1	5
BIOCARTA_TCR_PATHWAY	BIOCARTA_TCR_PATHWAY	4/225	44/11763	0.00972487523555478	0.0318064401268475	0.018986902492207	RAF1/SOS1/PRKCA/NFKB1	4
REACTOME_SUMOYLATION	REACTOME_SUMOYLATION	9/225	187/11763	0.00984111346274975	0.0320807350052138	0.0191506432342983	NR5A2/AR/PPARA/NR3C2/NFKB2/PPARG/NR3C1/VDR/PGR	9
REACTOME_BIOLOGICAL_OXIDATIONS	REACTOME_BIOLOGICAL_OXIDATIONS	10/225	221/11763	0.0100752522679952	0.0327363114674862	0.0195419905940063	COMT/CYP2E1/MTR/GSTT2B/GSTT2/MTRR/PTGS1/GSTM1/GSTT1/CYP1A1	10
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	6/225	96/11763	0.0101813590209483	0.0329495801783757	0.0196693016732138	WASF3/AKT3/PLA2G4D/RAF1/PRKCA/FCGR2B	6
KEGG_PPAR_SIGNALING_PATHWAY	KEGG_PPAR_SIGNALING_PATHWAY	5/225	69/11763	0.0102073876031901	0.0329495801783757	0.0196693016732138	APOA1/PPARA/FADS2/PPARG/MMP1	5
